N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO _PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO;;;;;;;;;
1776;PE;13251;PNSU;180674;2135837;AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE ARTESANOS Y PEQUEÑOS INDUSTRIALES TACNA-AAPITAC,DISTRITO DE CIUDAD NUEVA-TACNA-TACNA;MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA;TACNA;TACNA;CIUDAD NUEVA;244;1067513.18;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1777;PE;13252;PNSU;373070;2333865;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE MEDIANTE LA RENOVACION DE LA LINEA DE ADUCCION DE 10 DE DIAMETRO DEL RESERVORIO R6 EN EL DISTRITO DE CIUDAD NUEVA PROVINCIA Y REGION DE TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;CIUDAD NUEVA;10930;863068.15;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1778;PE;13253;PNSU;348222;2310742;MEJORAMIENTO DE LAS REDES AGUA Y DESAGUE DE LA AMPLIACION CIUDAD NUEVA, DISTRITO DE CIUDAD NUEVA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA;TACNA;TACNA;CIUDAD NUEVA;11725;9070596.19;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1779;PE;13254;PNSU;16605;2045122;INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LAS PAMPAS DE VIÑANI - TACNA;EPS TACNA S.A.;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;15761;43899941;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1780;PE;13255;PNSU;33593;2030207;AMPLIACION DE REDES DE AGUA POTABLE Y ALCANTARILLADO EN LAS ASOCIACIONES DE VIVIENDA -SECTOR ARUNTA-TACNA;MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;2413;1985719;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1781;PE;13256;PNSU;23532;2030767;AMPLIACION DE REDES DE AGUA POTABLE EN LA URBANIZACION LAS FRESIAS. DISTRITO DE TACNA;EPS TACNA S.A.;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;295;40433;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1782;PE;13257;PNSU;29185;2030768;AMPLIACION DE REDES DE AGUA POTABLE Y ALCANTARILLADO CON CONEXIONES DOMICILIARIAS EN LA ASOCIACION DE VIVIENDA VILLA LOS PARQUES DEL DSTO. GREGORIO ALBARRACIN. TACNA;EPS TACNA S.A.;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;190;80741;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1783;PE;13258;PNSU;119748;2116510;INSTALACION DE CONEXIONES DOMICILIARIAS DE AGUA Y DESAGUE EN PROMUVI VIÑANI I, II,III Y IV ETAPA, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;6819;11838466.16;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1784;PE;13259;PNSU;300669;2246292;INSTALACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE PEQUEÑA MICROEMPRESA COSTA SOL, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;601;1851573.96;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1785;PE;13260;PNSU;341890;2302793;CREACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE VIVIENDA TALLER EL TRIUNFO, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;286;2486570.53;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1786;PE;13261;PNSU;234089;2201410;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE EN EL SUBSECTOR 23 Y 26 DEL SECTOR VII CON EL CAUDAL EXCEDENTE DE LA ESTACION DE BOMBEO EB-03 MEDIANTE LA IMPULSION DE ESTE CAUDAL POR LA ESTACION DE BOMBEO EB-02 AL RESERVORIO R-9 EN EL DISTRITO CORONEL GREGRIO ALBARRACIN LANCHIPA,TACNA-TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIP;28920;5992486.59;Transferencia;Indirecta;OBRA (SALDO);Paralizada;;;;;;;;;
1787;PE;13262;PNSU;11864;2021168;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN EL DISTRITO DE INCLAN - TACNA;MUNICIPALIDAD DISTRITAL DE INCLAN;TACNA;TACNA;INCLAN;3253;12116878.25;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1788;PE;13263;PNSU;328462;2286509;AMPLIACION Y MEJORAMIENTO DEL SERVICIO  DE  AGUA POTABLE Y ALCANTARILLADO DE LOS POBLADOS RURALES DE SAMA GRANDE,  POQUERA,  PROTER Y TOMASIRI, DISTRITO DE INCLAN - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE INCLAN;TACNA;TACNA;INCLAN;6155;14096682.93;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
1789;PE;13264;PNSU;117374;2146648;REUBICACION DEL POZO SOBRAYA IV DEL DISTRITO DE POCOLLAY - TACNA;EPS TACNA S.A.;TACNA;TACNA;POCOLLAY;41920;965204.28;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1790;PE;13265;PNSU;97215;2095003;REUBICACION DEL POZO SOBRAYA II DEL DISTRITO DE POCOLLAY - TACNA;EPS TACNA S.A.;TACNA;TACNA;POCOLLAY;27504;1036323.64;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1791;PE;13266;PNSU;36311;2032215;AMPLIACION RED DE ALCANTARILLADO AV. CELESTINO VARGAS KMS. 8 Y 9, DISTRITO DE POCOLLAY - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE POCOLLAY;TACNA;TACNA;POCOLLAY;210;230223;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1792;PE;13267;PNSU;46791;2044430;AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA ASOCIACION DE ARTESANOS Y PEQUEÑOS INDUSTRIALES TACNA, DISTRITO DE POCOLLAY - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE POCOLLAY;TACNA;TACNA;POCOLLAY;2670;1566663;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1793;PE;13268;PNSU;261576;2185952;MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA J.C. LAS PEAÑAS, ASOC. CAPANIQUE, ASOC. LAS CASUARINAS, J.C. VILLA EL SALVADOR, ASOC. LAS AMERICAS, AV. CAPANIQUE, DISTRITO DE POCOLLAY - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE POCOLLAY;TACNA;TACNA;POCOLLAY;4206;5308926.97;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1794;PE;13269;PNSU;178708;2203116;"INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA CALLE SANTA ROSA, CALLE LIBERTAD; PROLONGACION AV. JORGE BASADRE TRAMO OVALO AV. JORGE BASADRE Y LA ASOCIACION EL COCO  DEL DISTRITO DE POCOLLAY, TACNA - TACNA";MUNICIPALIDAD DISTRITAL DE POCOLLAY;TACNA;TACNA;POCOLLAY;3025;3115225.31;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1795;PE;13270;PNSU;325872;2283961;MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LAS ASOCIACIONES DE VIVIENDA VISTA ALEGRE, LA COLINA, VIRGEN DE LAS MERCEDES I, VIRGEN DE LAS MERCEDES II, PRIMAVERA Y TAKANA SECTOR 07, DISTRITO DE POCOLLAY - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE POCOLLAY;TACNA;TACNA;POCOLLAY;3660;2758207.37;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1796;PE;13271;PNSU;206175;2200678;INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE VIVIENDA LAS COLINAS, DISTRITO DE POCOLLAY - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE POCOLLAY;TACNA;TACNA;POCOLLAY;675;1556315.28;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1797;PE;13272;PNSU;20453;2110030;MEJORAMIENTO Y AMPLIACION DEL SISTEMA INTEGRAL DE SANEAMIENTO BASICO DE LA LOCALIDAD DE SAMA LAS YARAS-TACNA;MUNICIPALIDAD DISTRITAL DE SAMA;TACNA;TACNA;SAMA;2217;4976444;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1798;PE;13273;PNSU;72762;2108995;MEJORAMIENTO Y AMPLIACION INTEGRAL DEL SISTEMA DE DISTRIBUCION DE AGUA POTABLE EN LA CIUDAD DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;252145;14309383.4;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1799;PE;13274;PNSU;26969;2030545;INSTALACION DE UN RESERVORIO Y UNA LINEA DE ALIMENTACION PARA EL MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE EN LAS ASOCIACIONES DEL CONO SUR OESTE PROVINCIA DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;7295;1646005;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1800;PE;13275;PNSU;34982;2031825;RENOVACION DE LAS REDES DE ALCANTARILLADO EN EL DISTRITO DE TACNA Y ZONAS ALEDAÑAS.;EPS TACNA S.A.;TACNA;TACNA;TACNA;3006;1006528;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1801;PE;13276;PNSU;19974;2030771;PROLONGACION DE SERVICIO DE AGUA POTABLE - ASOCIACIONES DE VIVIENDA SAN JOSE OBRERO - OTROS Y PROGRAMA DE TECHO PROPIO;EPS TACNA S.A.;TACNA;TACNA;TACNA;3000;166388;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1802;PE;13277;PNSU;29785;2030773;RENOVACION DE LAS REDES DE ALCANTARILLADO DE LA CALLE RESTAURACION DE LA PROVINCIA DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;190;33313;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1803;PE;13278;PNSU;27572;2030774;RENOVACION DE LA RED DE AGUA POTABLE CALLE ARICA EN EL TRAMO DESDE LA CALLE CORONEL BUSTIOS HASTA LA AVENIDA MIRAFLORES PROVINCIA DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;925;148499.7;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1804;PE;13279;PNSU;31170;2030775;RENOVACION DE LAS REDES DE ALCANTARILLADO DE LA CUADRA 3 DE LA CALLE SUCRE DE LA PROVINCIA DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;80;53864.86;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1805;PE;13280;PNSU;23558;2030766;AMPLIACION DE REDES DE AGUA POTABLE EN LA JUNTA VECINAL GRAN MARISCAL MILLER. DISTRITO DE TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;TACNA;360;80186.97;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1806;PE;13281;PNSU;110044;2146161;RENOVACION DE LA RED DE ALCANTARILLADO Y AGUA POTABLE EN LA CALLE PIURA DE LA CIUDAD DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;294;781690.08;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1807;PE;13282;PNSU;133021;2153932;RENOVACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO DE LA J.V. MIGUEL GRAU DE LA CIUDAD DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;2142;2059469.66;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1808;PE;13283;PNSU;140175;2148040;REHAIBILITACION Y MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA CALLE CUSCO DEL DISTRITO DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;3870;949599.86;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1809;PE;13284;PNSU;205037;2154335;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO HISTORICO DE TACNA -TACNA-TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;19434;10289411.33;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1810;PE;13285;PNSU;205369;2155516;MEJORAMIENTO DE LOS PROCESOS DE CLORACION, COAGULACION Y NEUTRALIZACION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DE CALANA -TACNA-TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;95435;1259536.94;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1811;PE;13286;PNSU;211008;2158008;REHABILITACION DE LA CAPACIDAD DE PRESTACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL SAN MARTIN DE PORRES DISTRITO DE TACNA-TACNA-TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;2990;1896529.58;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1812;PE;13287;PNSU;97212;2117064;MEJORAMIENTO Y RENOVACION DEL SISTEMA DE REDES DE AGUA POTABLE Y ALCANTARILLADO EN EL C.P.BOLOGNESI DE LA CIUDAD DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;6750;7255945.08;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1813;PE;13288;PNSU;97079;2167694;RENOVACION DE RED DE ALCANTARILLADO Y AGUA POTABLE EN EL PUEBLO JOVEN AUGUSTO B. LEGUIA DISTRITO DE TACNA - TACNA - TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;2070;2930652.66;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1814;PE;13289;PNSU;109770;2161474;RENOVACION DE LA RED DE ALCANTARILLADO Y AGUA POTABLE EN LA AVENIDA LEGUIA DE LA CIUIDAD DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;1734;4311409.59;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1815;PE;13290;PNSU;132919;2153930;RENOVACION Y AMPLIACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO DE LA J.V. FRANCISCO DE PAULA GONZALES VIGIL DE LA CIUDAD DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;5154;4068981.72;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1816;PE;13291;PNSU;146406;2217018;RENOVACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL LA VICTORIA DE LA CIUDAD DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;2615;2871841.55;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1817;PE;13292;PNSU;146923;2235790;AMPLIACION DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DE ALTO LIMA A 250 L S EN LA PROVINCIA DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;296136;5684224.52;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
1818;PE;13293;PNSU;152922;2323828;INSTALACION DE REDES DE AGUA Y ALCANTARILLADO EN LE FUNDO PARA, DEL CENTRO POBLADO MENOR AUGUSTO B. LEGUIA, DEL DISTRITO, PROVINCIA Y DEPARTAMENTO DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;5267;3049671.11;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1819;PE;13294;PNSU;362935;2326409;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA JUNTA VECINAL PUEBLO LIBRE DEL DISTRITO DE TACNA PROVINCIA DE TACNA - TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;TACNA;557;1019587.96;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1820;PE;13295;PNSU;362846;2326318;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE DE LA LINEA PRIMARIA DE AGUA DE 12 DESDE LA CRP. AV. INDUSTRIAL HASTA LA INTERSECCION DE LA AV. EL SOL CON OSCAR CARBAJAL SOTO DISTRITO DE TACNA PROVINCIA DE TACNA - TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;TACNA;38727;617232.66;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1821;PE;13296;PNSU;170194;2209849;INSTALACION Y AMPLIACION DE REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE VIVIENDA RESIDENCIAL EL OLIVAR, DE LA CIUDAD DE TACNA, PROVINCIA DE TACNA - TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;TACNA;325;709188.62;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1822;PE;13297;PNSU;2454335;2454335;CREACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE VIVIENDA VERDADEROS HIJOS DE LEGUIA DEL  DISTRITO DE TACNA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;TACNA;1180;1742111.35;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1823;PE;13298;PNSU;90792;2084798;MEJORAMIENTO Y AMPLIACION DEL SISTEMA INTEGRAL DE SANEAMIENTO BASICO DE LA LOCALIDAD DE ESTIQUE PAMPA, DISTRITO DE ESTIQUE-PAMPA - TARATA - TACNA;MUNICIPALIDAD DISTRITAL DE ESTIQUE PAMPA;TACNA;TARATA;ESTIQUE-PAMPA;486;2264244;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1824;PE;13299;PNSU;116115;2104947;MEJORAMIENTO Y REHABILITACION DEL SISTEMA DE AGUA POTABLE DEL SECTOR SUR DEL DISTRITO CANOAS DE PUNTA SAL, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD DISTRITAL CANOAS DE PUNTA SAL;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;5150;6317229.86;Transferencia;Indirecta;OBRA;Convenio Resuelto;;;;;;;;;
1825;PE;13300;PNSU;116151;2104699;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE PARA LAS LOCALIDADES DE CAÑAVERAL,CASITAS,LA RINCONADA,HUAQUILAS,TAMARINO,AVERIAS Y TRIGAL DEL DISTRITO DE CASITAS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD DISTRITAL DE CASITAS;TUMBES;CONTRALMIRANTE VILLAR;CASITAS;1701;6246158.18;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1826;PE;13301;PNSU;61764;2060052;AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO Y MEJORAMIENTO DE LAS REDES SECUNDARIAS DE AGUA Y DESAGUE DE LOS CC.PP. DEL EJE SUR DEL DISTRITO DE ZORRITOS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;3000;3592344;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
1827;PE;13302;PNSU;57032;2054319;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL PUEBLO DE GRAU Y PUEBLO DE NUEVA ESPERANZA ZORRITOS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;1517;3934678;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1828;PE;13303;PNSU;184612;2214954;MEJORAMIENTO DEL SISTEMA DE AGUA Y ALCANTARILLADO EN EL SECTOR PARTE ALTA DEL BARRIO LAS DELICIAS, LEONCIO PRADO Y LOS PINOS NORTE DEL DISTRITO DE ZORRITOS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;1000;1864361.58;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1829;PE;13304;PNSU;274697;2185570;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALACANTARILLADO BARRIO LOS PINOS DEL DISTRITO DE ZORRITOS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;2200;4541758.3;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1830;PE;13305;PNSU;29120;2031689;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE VILLA CANCAS DE LA PROVINCIA DE CONTRALMIRANTE VILLAR DEL DEPARTAMENTO DE TUMBES (Saldo de Obra);GOBIERNO REGIONAL TUMBES;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;4366;8210404.13;Transferencia;Indirecta;OBRA (Expediente Saldo);En elaboración;;;;;;;;;
1831;PE;13306;PNSU;282147;2196622;MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO DE LA LOCALIDAD DE BOCAPAN DEL DISTRITO DE ZORRITOS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;1650;7828282.88;Transferencia;Indirecta;OBRA (SALDO);Paralizada;;;;;;;;;
1832;PE;13307;PNSU;52855;2047536;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE DEL CENTRO POBLADO LA JOTA- CORRALES, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE CORRALES;TUMBES;TUMBES;CORRALES;336;223211;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1833;PE;13308;PNSU;53763;2050275;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE EL TABLAZO ALTO, DISTRITO CORRALES, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE CORRALES;TUMBES;TUMBES;CORRALES;616;231747;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1834;PE;13309;PNSU;52794;2050268;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE DEL CENTRO POBLADO MALVAL Y ANEXOS DISTRITO DE CORRALES, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE CORRALES;TUMBES;TUMBES;CORRALES;2555;1156418;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1835;PE;13310;PNSU;52814;2052172;INSTALACION DEL SISTEMA DE AGUA POTABLE EN EL CENTRO POBLADO LOS CEDROS , PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE CORRALES;TUMBES;TUMBES;CORRALES;280;304544;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
1836;PE;13311;PNSU;54048;2047093;AMPLIACION DE RED DE AGUA Y ALCANTARILLADO EN LA LOCALIDAD DE LA CRUZ Y ANEXOS DISTRITO DE LA CRUZ, PROVINCIA DE TUMBES - TUMBES (SALDO DE OBRA);MUNICIPALIDAD PROVINCIAL DE TUMBES;TUMBES;TUMBES;LA CRUZ;271;14684732;Transferencia;Indirecta;OBRA (Expediente Saldo);En elaboración;;;;;;;;;
1837;PE;13312;PNSU;280758;2197203;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE ALCANTARILLADO EN EL CASERIO DE CRUZ BLANCA, DISTRITO DE PAMPAS DE HOSPITAL, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;1307;2161200.74;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1838;PE;13313;PNSU;241828;2220008;INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN EL BARRIO JOSE CARLOS MARIATEGUI, MIRAFLORES Y EL CC.PP CABUYAL, DISTRITO DE PAMPAS DE HOSPITAL, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;2905;11691246.11;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
1839;PE;13314;PNSU;49017;2054948;REHABILITACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y LETRINAS PARA LA LOCALIDAD DE HIGUERON EN EL DISTRITO DE SAN JACINTO, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE SAN JACINTO;TUMBES;TUMBES;SAN JACINTO;527;483268;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
